"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"CertDCC.data.cert.modifierExtension","CertDCC.data.cert.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"CertDCC.data.cert.ver","CertDCC.data.cert.ver","","","",0,1,"","","","string {[]} {[]}
","Schema version","Schema version","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.ver",0,1,"",""
"CertDCC.data.cert.nam","CertDCC.data.cert.nam","","","",0,1,"","","","BackboneElement {[]} {[]}
","PersonName","PersonName","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.nam",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CertDCC.data.cert.nam.id","CertDCC.data.cert.nam.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"CertDCC.data.cert.nam.extension","CertDCC.data.cert.nam.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"CertDCC.data.cert.nam.modifierExtension","CertDCC.data.cert.nam.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"CertDCC.data.cert.nam.fn","CertDCC.data.cert.nam.fn","","","",0,1,"","","","string {[]} {[]}
","Surname","Surname","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.nam.fn",0,1,"",""
"CertDCC.data.cert.nam.fnt","CertDCC.data.cert.nam.fnt","","","",0,1,"","","","string {[]} {[]}
","Standardised surname","Standardised surname","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.nam.fnt",0,1,"",""
"CertDCC.data.cert.nam.gn","CertDCC.data.cert.nam.gn","","","",0,1,"","","","string {[]} {[]}
","Forename","Forename","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.nam.gn",0,1,"",""
"CertDCC.data.cert.nam.gnt","CertDCC.data.cert.nam.gnt","","","",0,1,"","","","string {[]} {[]}
","Standardised forename","Standardised forename","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.nam.gnt",0,1,"",""
"CertDCC.data.cert.dob","CertDCC.data.cert.dob","","","",0,1,"","","","date {[]} {[]}
","date of birth","date of birth","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.dob",0,1,"",""
"CertDCC.data.cert.v","CertDCC.data.cert.v","","","",0,*,"","","","BackboneElement {[]} {[]}
","Vaccination Group","Vaccination Group","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.v",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CertDCC.data.cert.v.id","CertDCC.data.cert.v.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"CertDCC.data.cert.v.extension","CertDCC.data.cert.v.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"CertDCC.data.cert.v.modifierExtension","CertDCC.data.cert.v.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"CertDCC.data.cert.v.tg","CertDCC.data.cert.v.tg","","","",0,1,"","","","string {[]} {[]}
","disease or agent targeted","disease or agent targeted","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.v.tg",0,1,"",""
"CertDCC.data.cert.v.vp","CertDCC.data.cert.v.vp","","","",0,1,"","","","string {[]} {[]}
","vaccine or prophylaxis","vaccine or prophylaxis","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.v.vp",0,1,"",""
"CertDCC.data.cert.v.mp","CertDCC.data.cert.v.mp","","","",0,1,"","","","string {[]} {[]}
","vaccine medicinal product","vaccine medicinal product","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.v.mp",0,1,"",""
"CertDCC.data.cert.v.ma","CertDCC.data.cert.v.ma","","","",0,1,"","","","string {[]} {[]}
","Marketing Authorization Holder - if no MAH present then manufacturer","Marketing Authorization Holder - if no MAH present then manufacturer","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.v.ma",0,1,"",""
"CertDCC.data.cert.v.dn","CertDCC.data.cert.v.dn","","","",0,1,"","","","positiveInt {[]} {[]}
","Dose Number","Dose Number","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.v.dn",0,1,"",""
"CertDCC.data.cert.v.sd","CertDCC.data.cert.v.sd","","","",0,1,"","","","positiveInt {[]} {[]}
","Total Series of Doses","Total Series of Doses","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.v.sd",0,1,"",""
"CertDCC.data.cert.v.dt","CertDCC.data.cert.v.dt","","","",0,1,"","","","dateTime {[]} {[]}
","ISO8601 complete date Date of Vaccination","ISO8601 complete date Date of Vaccination","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.v.dt",0,1,"",""
"CertDCC.data.cert.v.co","CertDCC.data.cert.v.co","","","",0,1,"","","","string {[]} {[]}
","Country of Vaccination","Country of Vaccination","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.v.co",0,1,"",""
"CertDCC.data.cert.v.is","CertDCC.data.cert.v.is","","","",0,1,"","","","string {[]} {[]}
","Certificate Issuer","Certificate Issuer","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.v.is",0,1,"",""
"CertDCC.data.cert.v.ci","CertDCC.data.cert.v.ci","","","",0,1,"","","","string {[]} {[]}
","Unique Certificate Identifier UVCI","Unique Certificate Identifier UVCI","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.v.ci",0,1,"",""
"CertDCC.data.cert.t","CertDCC.data.cert.t","","","",0,*,"","","","BackboneElement {[]} {[]}
","Test Group","Test Group","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.t",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CertDCC.data.cert.t.id","CertDCC.data.cert.t.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"CertDCC.data.cert.t.extension","CertDCC.data.cert.t.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"CertDCC.data.cert.t.modifierExtension","CertDCC.data.cert.t.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"CertDCC.data.cert.t.tg","CertDCC.data.cert.t.tg","","","",0,1,"","","","string {[]} {[]}
","disease or agent targeted","disease or agent targeted","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.t.tg",0,1,"",""
"CertDCC.data.cert.t.tt","CertDCC.data.cert.t.tt","","","",0,1,"","","","string {[]} {[]}
","Type of Test","Type of Test","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.t.tt",0,1,"",""
"CertDCC.data.cert.t.nm","CertDCC.data.cert.t.nm","","","",0,1,"","","","string {[]} {[]}
","NAA Test Name","NAA Test Name","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.t.nm",0,1,"",""
"CertDCC.data.cert.t.ma","CertDCC.data.cert.t.ma","","","",0,1,"","","","string {[]} {[]}
","RAT Test name and manufacturer","RAT Test name and manufacturer","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.t.ma",0,1,"",""
"CertDCC.data.cert.t.sc","CertDCC.data.cert.t.sc","","","",0,1,"","","","dateTime {[]} {[]}
","Date/Time of Collection","Date/Time of Collection","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.t.sc",0,1,"",""
"CertDCC.data.cert.t.tr","CertDCC.data.cert.t.tr","","","",0,1,"","","","string {[]} {[]}
","Test Result","Test Result","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.t.tr",0,1,"",""
"CertDCC.data.cert.t.tc","CertDCC.data.cert.t.tc","","","",0,1,"","","","string {[]} {[]}
","Testing Centre","Testing Centre","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.t.tc",0,1,"",""
"CertDCC.data.cert.t.co","CertDCC.data.cert.t.co","","","",0,1,"","","","string {[]} {[]}
","Country of Test","Country of Test","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.t.co",0,1,"",""
"CertDCC.data.cert.t.is","CertDCC.data.cert.t.is","","","",0,1,"","","","string {[]} {[]}
","Certificate Issuer","Certificate Issuer","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.t.is",0,1,"",""
"CertDCC.data.cert.t.ci","CertDCC.data.cert.t.ci","","","",0,1,"","","","string {[]} {[]}
","Unique Certificate Identifier UVCI","Unique Certificate Identifier UVCI","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.t.ci",0,1,"",""
"CertDCC.data.cert.r","CertDCC.data.cert.r","","","",0,*,"","","","BackboneElement {[]} {[]}
","Recovery Group","Recovery Group","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.r",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CertDCC.data.cert.r.id","CertDCC.data.cert.r.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"CertDCC.data.cert.r.extension","CertDCC.data.cert.r.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"CertDCC.data.cert.r.modifierExtension","CertDCC.data.cert.r.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"CertDCC.data.cert.r.tg","CertDCC.data.cert.r.tg","","","",0,1,"","","","string {[]} {[]}
","disease or agent targeted","disease or agent targeted","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.r.tg",0,1,"",""
"CertDCC.data.cert.r.fr","CertDCC.data.cert.r.fr","","","",0,1,"","","","date {[]} {[]}
","ISO 8601 complete date of first positive NAA test result","ISO 8601 complete date of first positive NAA test result","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.r.fr",0,1,"",""
"CertDCC.data.cert.r.df","CertDCC.data.cert.r.df","","","",0,1,"","","","date {[]} {[]}
","ISO 8601 complete date Certificate Valid From","ISO 8601 complete date Certificate Valid From","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.r.df",0,1,"",""
"CertDCC.data.cert.r.du","CertDCC.data.cert.r.du","","","",0,1,"","","","date {[]} {[]}
","ISO 8601 complete date Certificate Valid Until","ISO 8601 complete date Certificate Valid Until","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.r.du",0,1,"",""
"CertDCC.data.cert.r.co","CertDCC.data.cert.r.co","","","",0,1,"","","","string {[]} {[]}
","Country of Test","Country of Test","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.r.co",0,1,"",""
"CertDCC.data.cert.r.is","CertDCC.data.cert.r.is","","","",0,1,"","","","string {[]} {[]}
","Certificate Issuer","Certificate Issuer","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.r.is",0,1,"",""
"CertDCC.data.cert.r.ci","CertDCC.data.cert.r.ci","","","",0,1,"","","","string {[]} {[]}
","Unique Certificate Identifier UVCI","Unique Certificate Identifier UVCI","","","","","","","","","",,,,,"",,,,"CertDCC.data.cert.r.ci",0,1,"",""
